,event,node,timestamp,timestamp2
0,0,4,7391814,7391949
1,0,4,14393095,14404413
2,0,4,20096872,20169788
3,0,4,20169911,20170363
4,0,8,1162747,1164363
5,0,8,1166822,1166838
6,0,8,1166882,1166890
7,0,8,1168970,1169025
9,0,8,1169098,1169584
10,0,8,1169944,1170725
11,0,8,1254037,1254048
12,0,8,1390491,1390913
13,0,8,1416983,1416997
14,0,8,1579227,1579376
15,0,8,1587399,1587411
16,0,8,1655063,1655302
17,0,8,1660426,1660452
18,0,8,1748198,1748398
19,0,8,1755323,1755401
20,0,8,1842445,1842491
21,0,8,1845311,1845319
22,0,8,2280184,2280246
23,0,8,2283199,2283209
24,0,8,2394230,2394263
25,0,8,2397971,2398115
26,0,8,2452640,2452658
27,0,8,2490855,2490996
28,0,8,2512815,2513036
29,0,8,2855831,2856028
30,0,8,2873956,2874745
31,0,8,2926735,2926964
32,0,8,2930965,2937064
33,0,8,3042068,3042166
34,0,8,3059349,3059357
35,0,8,3099638,3099785
36,0,8,3149580,3149587
37,0,8,3190450,3190578
38,0,8,3242362,3242368
39,0,8,3278752,3278814
40,0,8,3579959,3579965
41,0,8,3637482,3637591
42,0,8,3663862,3663961
43,0,8,4095711,4095717
44,0,8,4170283,4170361
45,0,8,4288644,4288667
46,0,8,4305288,4305447
47,0,8,4441090,4441122
48,0,8,4479403,4479529
49,0,8,4632869,4632875
50,0,8,4656518,4656627
51,0,8,4747375,4747469
52,0,8,4786516,4786522
53,0,8,4907155,4907281
54,0,8,5060987,5060993
55,0,8,5086231,5086345
56,0,8,5114594,5114639
57,0,8,5140616,5140678
58,0,8,5153279,5153313
59,0,8,5206908,5207011
60,0,8,5232964,5232976
61,0,8,5250096,5250255
62,0,8,5310029,5310056
63,0,8,5353173,5353251
64,0,8,5474396,5474441
65,0,8,5679638,5679644
66,0,8,5903986,5904000
67,0,8,5908867,5908913
68,0,8,5986253,5986430
69,0,8,5993088,5993109
70,0,8,6004491,6005261
71,0,8,6009682,6009687
72,0,8,6010061,6016697
73,0,8,6071143,6071285
74,0,8,6079770,6079797
75,0,8,6084938,6084946
76,0,8,6085085,6087221
77,0,8,6087345,6091525
78,0,8,6160297,6160536
79,0,8,6590162,6591610
80,0,8,6639377,6639470
81,0,8,6791960,6792038
82,0,8,6793837,6793860
83,0,8,6833041,6833537
84,0,8,6865135,6865151
85,0,8,7107443,7107618
86,0,8,7117274,7117290
87,0,8,7279476,7279779
88,0,8,7287988,7288033
89,0,8,7292248,7293051
90,0,8,7371408,7371415
91,0,8,7407764,7447344
92,0,8,7451037,7451341
93,0,8,7465734,7465749
94,0,8,7539484,7539690
95,0,8,7546208,7546235
96,0,8,7617454,7618517
97,0,8,7636330,7636342
98,0,8,8142725,8143175
99,0,8,8151546,8151571
100,0,8,8514577,8514756
101,0,8,8595830,8595840
102,0,8,8642851,8643857
103,0,8,8675872,8675891
104,0,8,8737825,8738162
105,0,8,8760856,8760873
106,0,8,9546082,9546191
107,0,8,9549858,9549903
108,0,8,9596301,9597029
109,0,8,9622081,9622227
110,0,8,9673270,9673693
111,0,8,9714014,9714029
112,0,8,9715594,9715673
113,0,8,9715733,9715923
114,0,8,10212931,10214303
115,0,8,10242917,10242963
116,0,8,10282541,10282813
117,0,8,10312485,10312514
118,0,8,10387399,10387559
119,0,8,10389869,10390996
120,0,8,10395863,10395893
121,0,8,10396534,10397225
122,0,8,10474245,10474391
123,0,8,10485721,10485734
124,0,8,10562411,10562458
125,0,8,10564680,10564691
126,0,8,11507301,11507543
127,0,8,11516123,11516144
128,0,8,11674240,11674978
129,0,8,11693293,11693339
130,0,8,11773464,11773852
131,0,8,11784971,11785049
132,0,8,11845357,11845666
133,0,8,11860348,11860415
134,0,8,12537617,12537663
135,0,8,12569996,12570009
136,0,8,12613285,12613589
137,0,8,12641058,12641078
138,0,8,12902238,12902380
139,0,8,12915448,12915875
140,0,8,12954725,12956513
141,0,8,12988463,12988509
142,0,8,13153154,13153361
143,0,8,13156922,13156931
144,0,8,13483652,13483795
145,0,8,13514172,13514180
146,0,8,13565149,13567961
147,0,8,13591135,13591156
148,0,8,14186266,14186584
149,0,8,14191930,14191947
150,0,8,14274770,14275216
151,0,8,14276769,14276796
152,0,8,14488318,14488547
153,0,8,14647255,14647274
154,0,8,14680164,14682049
155,0,8,14731749,14733778
156,0,8,14949388,14949723
157,0,8,15226498,15227046
158,0,8,15228430,15228492
159,0,8,15480273,15480435
160,0,8,15545644,15545819
161,0,8,15740869,15741207
162,0,8,15748034,15748043
163,0,8,16086087,16087910
164,0,8,16150923,16150971
165,0,8,16257165,16257586
166,0,8,16263414,16263427
167,0,8,16334843,16335082
168,0,8,16413223,16413431
169,0,8,16510182,16510457
170,0,8,16645010,16645088
171,0,8,16708585,16708631
172,0,8,16754316,16754613
173,0,8,16858761,16859017
174,0,8,17035004,17036260
175,0,8,17117375,17117873
176,0,8,17212467,17212927
177,0,8,17285904,17286259
178,0,8,17377568,17377693
179,0,8,17544773,17545570
180,0,8,17547113,17547271
181,0,8,18333575,18333657
182,0,8,18400131,18400239
183,0,8,18417936,18418191
184,0,8,18489192,18489596
185,0,8,19118930,19119296
186,0,8,19264648,19264822
187,0,8,19370247,19370682
188,0,8,19548046,19548333
189,0,8,20492820,20492915
190,0,8,20583304,20583902
191,0,8,20653374,20654729
192,0,12,9416364,9416369
193,0,18,15289326,15289780
