,event,node,timestamp,timestamp2
0,0,3,3782,3782
1,0,3,4080,4080
2,0,3,22960,22960
3,0,3,23259,23259
4,0,3,142759,142759
5,0,3,224883,224883
6,0,3,225186,225186
7,0,3,232090,232090
8,0,3,232391,232391
9,0,7,144520,144520
10,0,11,3009,3009
11,0,11,3318,3318
12,0,11,17485,17485
13,0,11,17491,17491
14,0,11,17495,17495
15,0,11,17499,17499
16,0,11,17812,17812
17,0,11,17888,17888
18,0,11,17898,17898
19,0,11,17904,17904
20,0,11,18215,18215
21,0,11,18219,18219
22,0,11,18223,18223
23,0,11,18250,18250
24,0,11,18254,18254
25,0,11,18264,18264
26,0,11,18271,18271
27,0,11,18275,18275
28,0,11,18281,18281
29,0,11,18291,18291
30,0,11,18604,18604
31,0,11,18608,18608
32,0,11,18612,18612
33,0,11,18659,18659
34,0,11,18666,18666
35,0,11,18669,18669
36,0,11,18710,18710
37,0,11,18715,18715
38,0,11,18719,18719
39,0,11,18727,18727
40,0,11,19036,19036
41,0,11,19040,19040
42,0,11,19351,19351
43,0,11,19395,19395
44,0,11,19702,19702
45,0,11,71721,71721
46,0,11,71733,71733
47,0,11,72044,72044
48,0,11,72372,72372
49,0,11,72695,72695
50,0,11,73023,73023
51,0,11,73344,73344
52,0,11,73348,73348
53,0,11,73669,73669
54,0,11,73673,73673
55,0,11,73684,73684
56,0,11,73993,73993
57,0,11,74009,74009
58,0,11,74314,74314
59,0,11,74328,74328
60,0,11,74637,74637
61,0,11,74642,74642
62,0,11,74963,74963
63,0,11,75285,75285
64,0,11,75301,75301
65,0,11,75610,75610
66,0,11,75933,75933
67,0,11,75937,75937
68,0,11,75949,75949
69,0,11,76258,76258
70,0,11,76263,76263
71,0,11,76580,76580
72,0,11,76584,76584
73,0,11,76901,76901
74,0,11,76905,76905
75,0,11,77226,77226
76,0,11,77230,77230
77,0,11,77241,77241
78,0,11,77550,77550
79,0,11,77877,77877
80,0,11,78203,78203
81,0,11,78209,78209
82,0,11,78526,78526
83,0,11,78852,78852
84,0,11,161400,161400
85,0,11,161412,161412
86,0,11,161723,161723
87,0,11,161732,161732
88,0,11,162048,162048
89,0,11,162053,162053
90,0,11,162372,162372
91,0,11,162376,162376
92,0,11,162697,162697
93,0,11,163022,163022
94,0,11,163343,163343
95,0,11,163669,163669
96,0,11,163992,163992
97,0,11,163998,163998
98,0,11,164004,164004
99,0,11,164317,164317
100,0,11,164643,164643
101,0,11,164964,164964
102,0,11,164969,164969
103,0,11,165288,165288
104,0,11,165613,165613
105,0,11,165938,165938
106,0,11,166260,166260
107,0,11,166585,166585
108,0,11,166911,166911
109,0,11,167238,167238
110,0,11,167244,167244
111,0,11,167559,167559
112,0,11,167568,167568
113,0,11,167882,167882
114,0,11,168208,168208
115,0,11,168533,168533
116,0,11,168858,168858
117,0,11,168875,168875
118,0,11,169184,169184
119,0,11,169505,169505
120,0,11,169829,169829
121,0,11,169845,169845
122,0,11,170154,170154
123,0,11,170170,170170
124,0,11,170480,170480
125,0,11,170805,170805
126,0,11,170818,170818
127,0,11,171129,171129
128,0,11,171454,171454
129,0,11,171462,171462
130,0,11,171467,171467
131,0,11,171780,171780
132,0,11,171786,171786
133,0,11,172101,172101
134,0,11,172105,172105
135,0,11,172424,172424
136,0,11,172751,172751
137,0,11,172758,172758
138,0,11,173073,173073
139,0,11,173079,173079
140,0,11,173394,173394
141,0,11,173715,173715
142,0,11,174040,174040
143,0,11,174365,174365
144,0,11,174370,174370
145,0,11,174689,174689
146,0,11,175012,175012
147,0,11,175025,175025
148,0,11,175031,175031
149,0,11,175336,175336
150,0,11,175662,175662
151,0,11,175668,175668
152,0,11,175674,175674
153,0,11,175983,175983
154,0,11,175987,175987
155,0,11,176307,176307
156,0,11,176628,176628
157,0,11,176636,176636
158,0,11,176955,176955
159,0,11,176962,176962
160,0,11,176968,176968
161,0,11,176972,176972
162,0,11,177279,177279
163,0,11,177285,177285
164,0,11,177291,177291
165,0,11,177603,177603
166,0,11,177607,177607
167,0,11,177926,177926
168,0,11,178249,178249
169,0,11,178266,178266
170,0,11,178575,178575
171,0,11,178896,178896
172,0,11,179219,179219
173,0,11,179223,179223
174,0,11,179543,179543
175,0,11,179866,179866
176,0,11,179884,179884
177,0,11,180189,180189
178,0,11,180197,180197
179,0,11,180517,180517
180,0,11,180840,180840
181,0,11,181166,181166
182,0,11,181489,181489
183,0,11,181493,181493
184,0,11,181814,181814
185,0,11,181818,181818
186,0,11,181827,181827
187,0,11,182140,182140
188,0,11,182461,182461
189,0,11,182465,182465
190,0,11,182787,182787
191,0,11,185564,185564
192,0,11,185601,185601
193,0,11,185732,185732
194,0,11,186039,186039
195,0,11,242047,242047
196,0,11,242370,242370
197,0,11,242374,242374
198,0,11,242380,242380
199,0,11,242693,242693
200,0,11,243015,243015
201,0,11,243029,243029
202,0,11,243338,243338
203,0,11,243665,243665
204,0,11,243988,243988
205,0,11,244000,244000
206,0,11,244309,244309
207,0,11,244631,244631
208,0,11,244954,244954
209,0,11,245279,245279
210,0,11,245604,245604
211,0,11,245928,245928
212,0,11,246253,246253
213,0,11,246257,246257
214,0,11,246261,246261
215,0,11,246269,246269
216,0,11,246578,246578
217,0,11,246900,246900
218,0,11,247221,247221
219,0,11,247544,247544
220,0,11,247870,247870
221,0,11,247876,247876
222,0,11,248191,248191
223,0,11,248195,248195
224,0,11,248516,248516
225,0,11,248837,248837
226,0,11,249162,249162
227,0,11,249485,249485
228,0,11,249810,249810
229,0,11,250132,250132
230,0,11,250457,250457
231,0,11,250782,250782
232,0,11,251107,251107
233,0,11,251124,251124
234,0,11,251431,251431
235,0,11,251754,251754
236,0,11,251760,251760
237,0,11,252077,252077
238,0,11,252083,252083
239,0,11,252398,252398
240,0,11,252402,252402
241,0,11,252721,252721
242,0,11,253045,253045
243,0,11,253065,253065
244,0,11,253372,253372
245,0,11,253379,253379
246,0,11,253694,253694
247,0,11,253698,253698
248,0,11,254019,254019
249,0,11,254032,254032
250,0,11,254344,254344
251,0,11,254665,254665
252,0,11,254991,254991
253,0,11,255318,255318
254,0,11,255337,255337
255,0,11,255644,255644
256,0,11,255650,255650
257,0,11,255967,255967
258,0,11,256290,256290
259,0,11,256294,256294
260,0,11,256300,256300
261,0,11,256611,256611
262,0,11,256619,256619
263,0,11,256934,256934
264,0,11,257260,257260
265,0,11,257582,257582
266,0,11,257908,257908
267,0,11,258231,258231
268,0,11,258250,258250
269,0,11,258557,258557
270,0,11,258880,258880
271,0,11,259207,259207
272,0,11,259213,259213
273,0,11,259529,259529
274,0,11,259541,259541
275,0,11,259854,259854
276,0,11,260175,260175
277,0,11,260498,260498
278,0,11,260822,260822
279,0,11,261145,261145
280,0,11,261471,261471
281,0,11,261794,261794
282,0,11,262120,262120
283,0,11,262444,262444
284,0,11,262460,262460
285,0,11,262769,262769
286,0,11,262773,262773
287,0,11,263092,263092
288,0,11,263418,263418
289,0,11,263743,263743
290,0,11,264068,264068
291,0,11,264392,264392
292,0,11,264717,264717
293,0,11,265043,265043
294,0,11,265047,265047
295,0,11,265370,265370
296,0,11,265388,265388
297,0,11,265695,265695
298,0,11,266020,266020
299,0,11,266026,266026
300,0,11,266032,266032
301,0,11,266341,266341
302,0,11,266667,266667
303,0,11,266683,266683
304,0,11,266990,266990
305,0,11,266996,266996
306,0,11,267002,267002
307,0,11,267314,267314
308,0,11,267637,267637
309,0,11,267961,267961
310,0,11,268282,268282
311,0,11,268607,268607
312,0,11,268676,268676
313,0,11,268999,268999
314,0,11,325353,325353
315,0,11,325679,325679
316,0,11,326002,326002
317,0,11,326010,326010
318,0,11,326329,326329
319,0,11,326652,326652
320,0,11,326656,326656
321,0,11,326975,326975
322,0,11,326982,326982
323,0,11,327300,327300
324,0,11,327622,327622
325,0,11,327638,327638
326,0,11,327949,327949
327,0,11,328272,328272
328,0,11,328596,328596
329,0,11,328600,328600
330,0,11,328612,328612
331,0,11,328921,328921
332,0,11,329244,329244
333,0,11,329569,329569
334,0,11,329891,329891
335,0,11,329895,329895
336,0,11,329907,329907
337,0,11,330216,330216
338,0,11,330541,330541
339,0,11,330862,330862
340,0,11,331188,331188
341,0,11,331513,331513
342,0,11,331838,331838
343,0,11,332161,332161
344,0,11,332487,332487
345,0,11,332812,332812
346,0,11,333135,333135
347,0,11,333460,333460
348,0,11,333784,333784
349,0,11,333790,333790
350,0,11,334109,334109
351,0,11,334434,334434
352,0,11,334446,334446
353,0,11,334760,334760
354,0,11,335085,335085
355,0,11,335408,335408
356,0,11,335416,335416
357,0,11,335422,335422
358,0,11,335731,335731
359,0,11,336056,336056
360,0,11,336381,336381
361,0,11,336385,336385
362,0,11,336390,336390
363,0,11,336707,336707
364,0,11,337030,337030
365,0,11,337034,337034
366,0,11,337353,337353
367,0,11,337357,337357
368,0,11,337363,337363
369,0,11,337676,337676
370,0,11,337693,337693
371,0,11,337998,337998
372,0,11,338323,338323
