,event,node,timestamp,timestamp2
0,0,7,317669,317669
1,0,7,319502,319502
2,0,9,103271,103271
3,0,9,103880,103880
4,0,9,266701,266701
5,0,9,267314,267314
6,0,9,348082,348082
7,0,9,348694,348694
8,0,9,348695,348695
9,0,9,439383,439383
10,0,9,439992,439992
11,0,13,313048,313048
12,0,16,8568,8568
13,0,16,37539,37539
14,0,16,45942,45942
15,0,16,85264,85264
16,0,16,103533,103533
17,0,16,103819,103819
18,0,16,109325,109325
19,0,16,110966,110966
20,0,16,113883,113883
21,0,16,125302,125302
22,0,16,192103,192103
23,0,16,201015,201015
24,0,16,222961,222961
25,0,16,223898,223898
26,0,16,232304,232304
27,0,16,281974,281974
28,0,16,306797,306797
29,0,16,309091,309091
30,0,16,314956,314956
31,0,16,325457,325457
32,0,16,332247,332247
33,0,16,353944,353944
34,0,16,358405,358405
35,0,16,382150,382150
36,0,16,401142,401142
37,0,16,439229,439229
38,0,16,441757,441757
39,0,16,444179,444179
40,0,16,460374,460374
41,0,16,499687,499687
42,0,16,499789,499789
43,0,16,507178,507178
44,0,20,356406,356406
45,0,20,356422,356422
46,0,20,356439,356439
47,0,20,356451,356451
48,0,23,131773,131773
49,0,23,214167,214167
50,0,25,111326,111326
51,0,25,131315,131315
52,0,25,131335,131335
53,0,25,131369,131369
54,0,25,148098,148098
55,0,25,149879,149879
56,0,25,149883,149883
57,0,25,149968,149968
58,0,25,150010,150010
59,0,25,150054,150054
60,0,25,150067,150067
61,0,25,150078,150078
62,0,25,150090,150090
63,0,25,150102,150102
64,0,25,150128,150128
65,0,25,150168,150168
66,0,25,150191,150191
67,0,25,150215,150215
68,0,25,150224,150224
69,0,25,150304,150304
70,0,25,150369,150369
71,0,25,166718,166718
72,0,25,384673,384673
73,0,26,9489,9489
74,0,26,227122,227122
75,0,27,229424,229424
76,0,27,447296,447296
77,0,27,447371,447371
78,0,27,447394,447394
79,0,27,479931,479931
80,0,27,505560,505560
81,0,43,5599,5599
82,0,43,5626,5626
83,0,43,5881,5881
84,0,43,5974,5974
85,0,43,6258,6258
86,0,43,6430,6430
87,0,43,12605,12605
88,0,43,12655,12655
89,0,43,13407,13407
90,0,43,13419,13419
91,0,43,13470,13470
92,0,43,13491,13491
93,0,43,13762,13762
94,0,43,14244,14244
95,0,43,14273,14273
96,0,43,14314,14314
97,0,43,14350,14350
98,0,43,15609,15609
99,0,43,15636,15636
100,0,43,17471,17471
101,0,43,17487,17487
102,0,43,17519,17519
103,0,43,17612,17612
104,0,43,17630,17630
105,0,43,17678,17678
106,0,43,17697,17697
107,0,43,17719,17719
108,0,43,17750,17750
109,0,43,18194,18194
110,0,43,18607,18607
111,0,43,18681,18681
112,0,43,18718,18718
113,0,43,18781,18781
114,0,43,18837,18837
115,0,43,18959,18959
116,0,43,18992,18992
117,0,43,19033,19033
118,0,43,19088,19088
119,0,43,19673,19673
120,0,43,20420,20420
121,0,43,20436,20436
122,0,43,20855,20855
123,0,43,20880,20880
124,0,43,21113,21113
125,0,43,21205,21205
126,0,43,21239,21239
127,0,43,21314,21314
128,0,43,21334,21334
129,0,43,21376,21376
130,0,43,21578,21578
131,0,43,21643,21643
132,0,43,21665,21665
133,0,43,21678,21678
134,0,43,21729,21729
135,0,43,21747,21747
136,0,43,21806,21806
137,0,43,21827,21827
138,0,43,21876,21876
139,0,43,21913,21913
140,0,43,22028,22028
141,0,43,22064,22064
142,0,43,22122,22122
143,0,43,22541,22541
144,0,43,22951,22951
145,0,43,22974,22974
146,0,43,23111,23111
147,0,43,23142,23142
